hbzId	zdbId
HT015167255	2340370-6
HT015167271	2340354-8
HT015167274	2340351-2
HT015167613	2340012-2
HT016764157	2600736-8
HT015168018	2339606-4
HT016719048	2594495-2
HT016719053	2594500-2
HT016764316	2600901-8
HT015810716	2474369-0
HT016764325	2600911-0
HT015168432	2339192-3
HT019150843	2874360-X
HT016814392	2606751-1
HT015245773	2381172-9
HT015168452	2339172-8
HT015168457	2339167-4
HT015169108	2338516-9
HT015169123	2338501-7
HT015169136	2338488-8
HT016814824	2607245-2
HT017751490	2730976-9
HT017751681	2731164-8
HT019580235	2918506-3
HT015169998	2337625-9
HT015459068	2412457-6
HT017788125	2735907-4
HT015459069	2412458-8
HT019194986	2878711-0
HT015170011	2337612-0
HT016965169	2626788-3
HT015171858	2335764-2
HT016965739	2627417-6
HT017757198	2731741-9
HT019203449	2879539-8
HT016719555	2595086-1
HT016719562	2595093-9
HT016719570	2595101-4
HT015848311	2481011-3
HT021661658	3142424-7
HT015005995	2272064-9
HT016815164	2607604-4
HT015006008	2272077-7
HT017790458	2736064-7
HT017790463	2736068-4
HT015112008	2309923-9
HT015112016	2309915-X
HT015112025	2309906-9
HT015112030	2309901-X
HT016720034	2595620-6
HT016815311	2607757-7
HT015112042	2309889-2
HT016815314	2607760-7
HT015961881	2498201-5
HT015112879	2309052-2
HT016815408	2607855-7
HT015112910	2309021-2
HT015112916	2309015-7
HT015112922	2309009-1
HT015113758	2308175-2
HT015113764	2308169-7
HT015114611	2307325-1
HT015114614	2307322-6
HT015114622	2307314-7
HT015114642	2307294-5
HT015051732	2277924-3
HT015051755	2278339-8
HT015172834	2334786-7
HT015051768	2278499-8
HT019580265	2918558-0
HT015172852	2334768-5
HT015172867	2334753-3
HT015052380	2278552-8
HT015807673	2475028-1
HT017751553	2731041-3
HT017751562	2731027-9
HT017751570	2731045-0
HT015160949	2346684-4
HT015041288	2276507-4
HT015041294	2276514-1
HT015041303	2276523-2
HT015041313	2276534-7
HT016965216	2626837-1
HT016965331	2626975-2
HT015041326	2276548-7
HT015041341	2276563-3
HT016965478	2627128-X
HT015496540	2419054-8
HT015496546	2419060-3
HT019394832	2900246-1
HT016187606	2530486-0
HT017753215	2731270-7
HT016188188	2531126-8
HT015809823	2473593-0
HT015809826	2473981-9
HT015809830	2474276-4
HT015809833	2473594-2
HT019141592	2873237-6
HT015809838	2473596-6
HT015041831	2277116-5
HT015041833	2277118-9
HT015041835	2277120-7
HT019580270	2918554-3
HT015809868	2473320-9
HT019580289	2918535-X
HT015810347	2473912-1
HT015810353	2473918-2
HT015810448	2474041-X
HT019580294	2918565-8
HT015810458	2474051-2
HT019580302	2918575-0
HT015161548	2346084-2
HT015161946	2345686-3
HT018964032	2854697-0
HT018964036	2854698-2
HT018964054	2854703-2
HT015496627	2419194-2
HT015162367	2345265-1
HT015496638	2419205-3
HT015496658	2419229-6
HT015162393	2345239-0
HT016719015	2594462-9
HT016719019	2594466-6
HT017787852	2735643-7
HT016719039	2594486-1
HT017787859	2735657-7
HT017757276	2731824-2
HT015163121	2344510-5
HT015163522	2344109-4
HT016719294	2594791-6
HT015164149	2343482-X
HT016719379	2594877-5
HT015172077	2335544-X
HT016719508	2595038-1
HT015196346	2366540-3
HT016719510	2595040-X
HT014466721	2199259-9
HT016814923	2607349-3
HT015196389	2366582-8
HT016814951	2607377-8
HT019125852	2871416-7
HT016815266	2607707-3
HT017655288	2717717-8
HT016815283	2607728-0
HT016815285	2607730-9
HT017655414	2717845-6
HT015112003	2309928-8
HT017792152	2736356-9
HT016755334	2600100-7
HT019193111	2878494-7
HT016965452	2627101-1
HT016755353	2600119-6
HT015848183	2480881-7
HT016755361	2600127-5
HT016965605	2627266-0
HT015113688	2308244-6
HT015962365	2498756-6
HT016965736	2627414-0
HT015962370	2498761-X
HT015114569	2307367-6
HT015114581	2307355-X
HT015114598	2307338-X
HT015115429	2306510-2
HT015115432	2306507-2
HT015115436	2306503-5
HT015115446	2306493-6
HT017576159	2707404-3
HT015115462	2306477-8
HT015115466	2306473-0
HT015848398	2481104-X
HT019169360	2876131-5
HT019169368	2876127-3
HT015848410	2481117-8
HT015116321	2305625-3
HT017755723	2731620-8
HT015116335	2305611-3
HT019169400	2876180-7
HT019169403	2876188-1
HT019169409	2876194-7
HT019169414	2876201-0
HT015172424	2335197-4
HT015172427	2335194-9
HT015172431	2335190-1
HT015961652	2497936-3
HT015961760	2498050-X
HT015961820	2498135-7
HT015961935	2498272-6
HT015961969	2498307-X
HT019204058	2879615-9
HT015961986	2498324-X
HT015172937	2334683-8
HT015962007	2498348-2
HT015117714	2304090-7
HT015117752	2304134-1
HT019204072	2879630-5
HT015117764	2304148-1
HT019204083	2879640-8
HT015160903	2346730-7
HT015160930	2346703-4
HT015041273	2276492-6
HT017653697	2717673-3
HT015041673	2276940-7
HT015041674	2276941-9
HT019194966	2878695-6
HT019194972	2878698-1
HT019194978	2878706-7
HT016196535	2531536-5
HT015687566	2454190-4
HT015052348	2278519-X
HT016197175	2532276-X
HT015052354	2278525-5
HT015161525	2346107-X
HT016197194	2532297-7
HT016197209	2532313-1
HT015161916	2345716-8
HT015162328	2345304-7
HT015162342	2345290-0
HT015162359	2345273-0
HT015162738	2344893-3
HT015961840	2498155-2
HT015162771	2344860-X
HT015961845	2498160-6
HT019169416	2876204-6
HT019169432	2876224-1
HT019149477	2874085-3
HT019149480	2874089-0
HT019149486	2874097-X
HT019149492	2874101-8
HT016814518	2606914-3
HT015848442	2481153-1
HT016719137	2594587-7
HT016814708	2607125-3
HT019204115	2879675-5
HT015163510	2344121-5
HT015163855	2343776-5
HT015163860	2343771-6
HT015163864	2343767-4
HT014466386	2198896-1
HT016719470	2595000-9
HT017655287	2717716-6
HT014466727	2199265-4
HT015164721	2342910-0
HT015164964	2342667-6
HT015164967	2342664-0
HT016719627	2595162-2
HT016815132	2607572-6
HT016815155	2607595-7
HT016185681	2531845-7
HT016719782	2595342-4
HT015165282	2342348-1
HT016719926	2595495-7
HT015165288	2342342-0
HT016187592	2530467-7
HT017655425	2717855-9
HT016187804	2530704-6
HT016815411	2607858-2
HT017757259	2731804-7
HT015041828	2277113-X
HT017757566	505138-1
HT015161502	2346130-5
HT015045308	2277346-0
HT015045681	2277746-5
HT015161893	2345739-9
HT015161896	2345736-3
HT015162303	2345329-1
HT015162307	2345325-4
HT015162718	2344913-5
HT016196676	2531727-1
HT015163079	2344552-X
HT017788071	2735852-5
HT017788076	2735858-6
HT017788082	2735863-X
HT016814354	2606711-0
HT017788087	2735868-9
HT017788090	2735871-9
HT015163472	2344159-8
HT015163473	2344158-6
HT016814371	2606729-8
HT017788113	2735895-1
HT016814383	2606741-9
HT017788115	2735894-X
HT016814823	2607244-0
HT015163835	2343796-0
HT015163838	2343793-5
HT015164381	2343250-0
HT015164386	2343245-7
HT015164403	2343228-7
HT015164704	2342927-6
HT015165268	2342362-6
HT015165522	2342107-1
HT016814878	2607301-8
HT019203451	2879537-4
HT015165871	2341758-4
HT015166620	2341008-5
HT015166637	2340991-5
HT015166639	2340989-7
HT015166644	2340984-8
HT015167033	2340593-4
HT015167041	2340585-5
HT015167045	2340581-8
HT015167046	2340580-6
HT016719930	2595500-7
HT016719938	2595508-1
HT015167642	2339983-1
HT019396038	2900280-1
HT019396039	2900284-9
HT016815328	2607774-7
HT015168490	2339134-0
HT015168505	2339119-4
HT015168508	2339116-9
HT015168513	2339111-X
HT015168521	2339103-0
HT015168878	2338746-4
HT015245959	2380721-0
HT015169452	2338172-3
HT015052343	2278514-0
HT015170043	2337580-2
HT015170243	2337380-5
HT015170251	2337372-6
HT016717776	2596318-1
HT017653595	2717574-1
HT015170480	2337142-0
HT015170481	2337141-9
HT015117468	2304496-2
HT015170633	2336989-9
HT015246401	2381301-5
HT015170639	2336983-8
HT015170640	2336982-6
HT015246407	2381308-8
HT015170824	2336798-2
HT015246483	2381392-1
HT015496545	2419059-7
HT019196507	2878919-2
HT016187416	2530245-0
HT015171758	2335864-6
HT017792064	2736263-2
HT016187805	2530705-8
HT016187993	2530928-6
HT015171919	2335703-4
HT015117949	2304372-6
HT016188020	2530955-9
HT016965320	2626963-6
HT016965458	2627107-2
HT015848443	2481154-3
HT013991705	800178-9
HT015962040	2498384-6
HT016965639	2627300-7
HT016965640	2627301-9
HT016966023	2627714-1
HT016966024	2627715-3
HT015962239	2498620-3
HT015962248	2498629-X
HT014466712	2199250-2
HT015172011	2335610-8
HT014466718	2199256-3
HT019142546	2873341-1
HT015196370	2366564-6
HT015196373	2366567-1
HT017655408	2717842-0
HT017579493	2707923-5
HT015111961	2309970-7
HT015111975	2309956-2
HT015111988	2309943-4
HT015112819	2309112-5
HT015112863	2309068-6
HT015045326	2277365-4
HT015113695	2308237-9
HT015246287	2381143-2
HT018964052	2854700-7
HT015496648	2419218-1
HT015170831	2336791-X
HT015496660	2419231-4
HT015117588	2303949-8
HT015170850	2336772-6
HT015171852	2335770-8
HT015117954	2304377-5
HT015172022	2335599-2
HT015117986	2316070-6
HT019203508	2879565-9
HT015196419	2366612-2
HT015196428	2366621-3
HT019203509	2879566-0
HT015196459	2366652-3
HT015005992	2272060-1
HT017787815	2735596-2
HT015005997	2272066-2
HT017788079	2735860-4
HT019198348	2879105-8
HT017788104	2735883-5
HT015006033	2272102-2
HT015496555	2419069-X
HT016187613	2530496-3
HT015112017	2309914-8
HT016188002	2530937-7
HT015112036	2309895-8
HT016188006	2530941-9
HT016188009	2530944-4
HT015112887	2309044-3
HT016188186	2531124-4
HT015112889	2309042-X
HT015960743	2499181-8
HT015112913	2309018-2
HT015112923	2309008-X
HT015113752	2308181-8
HT015113775	2308158-2
HT015113786	2308147-8
HT015114645	2307291-X
HT015115489	2306450-X
HT015115508	2306431-6
HT015051735	2278628-4
HT015115526	2306413-4
HT019142535	2873334-4
HT014466058	2198549-2
HT019396028	2900278-3
HT015172841	2334779-X
HT015051769	2278679-X
HT015172856	2334764-8
HT015118275	2316385-9
HT015118277	2316387-2
HT015118278	2316388-4
HT014466152	2198650-2
HT015172872	2334748-X
HT017751538	2731017-6
HT015052394	2278566-8
HT014466396	2198906-0
HT017751561	2731029-2
HT017751564	2731043-7
HT017751568	2731054-1
HT015160952	2346681-9
HT015160953	2346680-7
HT018964029	2854689-1
HT018964035	2854694-5
HT018964046	2854713-5
HT015041305	2276525-6
HT015496624	2419191-7
HT018964059	2854708-1
HT018964063	2854715-9
HT015496632	2419199-1
HT015041311	2276532-3
HT015496645	2419214-4
HT015041323	2276544-X
HT015496666	2419238-7
HT015496680	2419256-9
HT015496688	2419265-X
HT019188364	2878027-9
HT016719035	2594482-4
HT016719036	2594483-6
HT016965065	2626682-9
HT016965192	2626812-7
HT016965882	2627572-7
HT016719296	2594793-X
HT015962015	2498356-1
HT015041537	2276780-0
HT015962133	2498484-X
HT015962216	2498594-6
HT016719390	2594893-3
HT015962220	2498598-3
HT014468425	1017138-1
HT015041694	2276962-6
HT016719515	2595045-9
HT016814917	2607343-2
HT017793788	2736385-5
HT017793793	2736386-7
HT017793807	2736396-X
HT016719632	2595167-1
HT017793810	2736398-3
HT015041945	2277239-X
HT016196554	2531586-9
HT016814927	2607353-5
HT016719786	2595346-1
HT016719787	2595347-3
HT016719790	2595350-3
HT016815174	2607613-5
HT016815365	2607812-0
HT016815386	2607833-8
HT016815388	2607835-1
HT016815389	2607836-3
HT015960549	2499042-5
HT017653615	2717592-3
HT017653616	2717595-9
HT015161543	2346089-1
HT015161926	2345706-5
HT015161928	2345704-1
HT015161942	2345690-5
HT015161947	2345685-1
HT017787802	2735575-5
HT015162389	2345243-2
HT015162390	2345242-0
HT017788047	2735829-X
HT017788058	2735839-2
HT015163105	2344526-9
HT015246404	2381304-0
HT016764479	2601076-8
HT015170847	2336775-1
HT015171170	2336452-X
HT015171173	2336449-X
HT015496098	2418776-8
HT015496100	2418485-8
HT015117898	2304290-4
HT015496156	2418612-0
HT015171859	2335763-0
HT015171864	2335758-7
HT015496325	2418796-3
HT015171945	2335676-5
HT019198293	2879047-9
HT016957356	2626363-4
HT019198295	2879052-2
HT019018478	2860299-7
HT019018479	2860301-1
HT015172037	2335584-0
HT016719063	2594510-5
HT015196412	2366605-5
HT015006018	2272087-X
HT016719657	2595194-4
HT016719664	2595202-X
HT016719685	2595243-2
HT015112045	2309886-7
HT015112046	2309885-5
HT016719738	2595297-3
HT017792165	2736369-7
HT017792168	2736372-7
HT015112897	2309034-0
HT015113735	2308197-1
HT015113742	2308190-9
HT015113757	2308176-4
HT015113774	2308159-4
HT015113777	2308156-9
HT017655298	2717728-2
HT015113784	2308149-1
HT016815214	2607653-6
HT017655353	2717783-X
HT016815217	2607656-1
HT016815223	2607662-7
HT016815229	2607668-8
HT017576221	2707469-9
HT017655396	2717827-4
HT016815236	2607675-5
HT016815241	2607681-0
HT015114659	2307277-5
HT015115491	2306448-1
HT016965162	2626781-0
HT015115507	2306432-8
HT016965740	2627418-8
HT015115521	2306418-3
HT015115531	2306408-0
HT015051751	2278284-9
HT015196871	2367062-9
HT015051766	2278074-9
HT015051777	2277895-0
HT014466151	2198649-6
HT015052358	2278529-2
HT015172873	2334747-8
HT015052364	2278536-X
HT016910394	2619340-1
HT015052378	2278550-4
HT017751540	2731025-5
HT016910440	2619387-5
HT016860549	2613098-1
HT014466394	2198904-7
HT015052396	2278568-1
HT014466740	2199279-4
HT017751560	2731031-0
HT016860582	2613132-8
HT014466750	2199289-7
HT017793907	2736499-9
HT016860822	2613388-X
HT019188352	2878014-0
HT017793916	2736508-6
HT015160964	2346669-8
HT015160965	2346668-6
HT017793921	2736513-X
HT015848433	2481144-0
HT015041301	2276521-9
HT016860850	2613417-2
HT015041338	2276560-8
HT016755423	2600190-1
HT015496079	2418461-5
HT015962028	2498370-6
HT015496112	2418499-8
HT015962138	2498489-9
HT015962143	2498495-4
HT017753211	2731267-7
HT015041520	2276763-0
HT015041527	2276770-8
HT015041532	2276775-7
HT019150339	2874192-4
HT019150343	2874197-3
HT019529723	2913777-9
HT015041944	2277238-8
HT015041951	2277245-5
HT019190295	2878209-4
HT015496361	2418836-0
HT019190304	2878216-1
HT015496466	2418974-1
HT015496475	2418984-4
HT019150851	2874370-2
HT016763969	2600520-7
HT016764252	2600831-2
HT015161547	2346085-4
HT017653631	2717610-1
HT017653639	2717615-0
HT015161954	2345678-4
HT015161960	2345672-3
HT015161962	2345670-X
HT016764496	2601094-X
HT016764502	2601100-1
HT015163096	2344535-X
HT019580305	2918573-7
HT017757263	2731817-5
HT017757268	2731816-3
HT017757272	2731809-6
HT019580322	2918588-9
HT015163113	2344518-X
HT017757530	2075160-6
HT018954174	2853847-X
HT015459273	2412688-3
HT015459426	2412943-4
HT015459430	2412947-1
HT015246344	2381237-0
HT015246345	2381238-2
HT015459916	2413586-0
HT015117368	2304591-7
HT015459925	2413595-1
HT019193237	2878517-4
HT015459926	2413596-3
HT015171112	2336510-9
HT019193247	2878522-8
HT016764417	2601010-0
HT015171608	2336014-8
HT014466115	2198611-3
HT019529400	2913620-9
HT018954114	2853833-X
HT016764601	2601218-2
HT015171737	2335885-3
HT016719204	2594701-1
HT016719206	2594703-5
HT015171821	2335801-4
HT015171839	2335783-6
HT015171841	2335781-2
HT017651832	2717344-6
HT017651836	2717351-3
HT017651845	2717360-4
HT015171879	2335743-5
HT016764753	2601377-0
HT017651846	2717361-6
HT016764875	2601511-0
HT015005916	2271982-9
HT015005922	2271988-X
HT016814964	2607391-2
HT015005928	2271994-5
HT016814968	2607396-1
HT016814973	2607401-1
HT015961903	2498225-8
HT016719731	2595290-0
HT015005957	2272025-X
HT016815178	2607617-2
HT015005958	2272026-1
HT015962017	2498358-5
HT015962157	2498533-8
HT015111864	2310067-9
HT016815450	2607430-8
HT016815458	2606883-7
HT015112716	2309215-4
HT015112721	2309210-5
HT015113578	2308354-2
HT015113594	2308338-4
HT015113602	2308330-X
HT015113605	2308327-X
HT015113615	2308317-7
HT015113620	2308312-8
HT016965342	2626987-9
HT016965349	2626994-6
HT016860447	2612979-6
HT016860435	2612967-X
HT016957090	2626051-7
HT016957094	2626055-4
HT015495817	2419217-X
HT015495825	2418880-3
HT016860525	2613074-9
HT016755397	2600163-9
HT016755401	2600168-8
HT015495846	2419161-9
HT016957213	2626202-2
HT019396237	2900368-4
HT016957219	2626208-3
HT015114471	2307465-6
HT015114482	2307454-1
HT015114484	2307452-8
HT015115334	2306604-0
HT015495879	2419153-X
HT015495887	2419185-1
HT015115348	2306590-4
HT015495942	2418318-0
HT015459417	2412933-1
HT016966088	2626921-1
HT015459942	2413613-X
HT015116187	2305758-0
HT016966107	2627339-1
HT015116220	2305725-7
HT015160812	2346821-X
HT017757230	2731772-9
HT018958876	2854249-6
HT017790440	2736046-5
HT017795608	2736724-1
HT017793912	2736504-9
HT015848434	2481145-2
HT017795693	2736810-5
HT015161853	2345779-X
HT015161857	2345775-2
HT015161863	2345769-7
HT015161869	2345763-6
HT015162287	2345345-X
HT016814645	2607045-5
HT015164088	2343543-4
HT016814674	2607074-1
HT016719303	2594800-3
HT019193325	2878556-3
HT016719315	2594813-1
HT016719333	2594831-3
HT015164379	2343252-4
HT016719339	2594837-4
HT015164693	2342938-0
HT015164697	2342934-3
HT015164938	2342693-7
HT015164949	2342682-2
HT014466057	2198548-0
HT014466352	2198860-2
HT015165491	2342138-1
HT015165512	2342117-4
HT015165515	2342114-9
HT017754514	2731425-X
HT017754588	2731495-9
HT016719819	2595381-3
HT016719826	2595389-8
HT015459087	2412478-3
HT015459607	2413171-4
HT015459640	2413210-X
HT015459799	2413452-1
HT015459802	2413455-7
HT015459938	2413609-8
HT015809923	2473375-1
HT015166582	2341046-2
HT015809937	2473389-1
HT015166585	2341043-7
HT016719630	2595165-8
HT016196437	2531420-8
HT015165306	2342324-9
HT016719638	2595173-7
HT016719643	2595178-6
HT016196964	2532055-5
HT016815168	2607607-X
HT015810143	2473668-5
HT016815177	2607616-0
HT016197227	2532331-3
HT017792011	2736209-7
HT015810495	2474125-5
HT016197245	2532351-9
HT015165899	2341730-4
HT016815374	2607821-1
HT015166351	2341278-1
HT016815425	2607873-9
HT016815447	2607428-X
HT015166664	2340964-2
HT015164412	2343219-6
HT016860351	2612883-4
HT017753179	2731235-5
HT015167677	2339948-X
HT016860419	2612951-6
HT016795821	2604925-9
HT015167699	2339926-0
HT016860425	2612957-7
HT016755383	2600149-4
HT015165937	2341692-0
HT015168079	2339545-X
HT015166378	2341251-3
HT016796295	2605450-4
HT017655362	2717791-9
HT017655365	2717794-4
HT017655432	2717862-6
HT015245792	2380650-3
HT015166689	2340939-3
HT015168886	2338738-5
HT015045697	2277767-2
HT015045706	2277777-5
HT015168558	2339066-9
HT015168895	2338729-4
HT017753232	2731289-6
HT015117587	2303948-6
HT017793818	2736416-1
HT019198357	2879116-2
HT015051899	2278029-4
HT015052034	2278173-0
HT015171172	2336450-6
HT015246289	2381145-6
HT015170503	2337119-5
HT015117473	2304491-3
HT015117474	2304490-1
HT017757187	2731731-6
HT015172019	2335602-9
HT015246571	2381491-3
HT015172099	2335522-0
HT019149513	2874125-0
HT019149518	2874136-5
HT015172043	2335578-5
HT015196420	2366613-4
HT015117992	2316077-9
HT019149539	2874156-0
HT017787693	2735465-9
HT015005968	2272036-4
HT015005996	2272065-0
HT015196468	2366661-4
HT019161201	2875283-1
HT015112011	2309920-3
HT019161234	2875284-3
HT019161238	2875287-9
HT016763880	2601049-5
HT015112038	2309893-4
HT016763893	2600444-6
HT015112056	2309875-2
HT015112090	2309841-7
HT015112902	2309029-7
HT016763999	2600550-5
HT015112914	2309017-0
HT015112956	2308975-1
HT016764071	2600624-8
HT021660236	3142222-6
HT015810050	2473509-7
HT015810054	2473514-0
HT021660245	3142228-7
HT015113749	2308183-1
HT015113815	2308118-1
HT016719037	2594484-8
HT016764239	2600818-X
HT016764330	2600922-5
HT015113820	2308113-2
HT019150837	2874354-4
HT015114620	2307316-0
HT019150844	2874364-7
HT019150846	2874369-6
HT016764403	2600996-1
HT015114653	2307283-0
HT015113833	2308100-4
HT016764410	2601003-3
HT015113837	2308096-6
HT015115506	2306433-X
HT014466161	2198660-5
HT014466164	2198663-0
HT017655320	2717748-8
HT015051743	2278585-1
HT016764600	2601217-0
HT014466146	2198644-7
HT019190924	2878237-9
HT015052393	2278565-6
HT017751543	2731022-X
HT017751550	2731030-9
HT016719398	2594902-0
HT016795845	2604950-8
HT016796312	2605468-1
HT015045376	2277421-X
HT015041302	2276522-0
HT015041307	2276527-X
HT016814966	2607394-8
HT016814976	2607404-7
HT016814982	2607411-4
HT016814985	2607414-X
HT015161000	2346633-9
HT015161007	2346626-1
HT015161009	2346624-8
HT015041331	2276553-0
HT015041839	2277124-4
HT016815185	2607624-X
HT015041847	2277132-3
HT017753187	2731242-2
HT015166614	2341014-0
HT015166616	2341012-7
HT015167020	2340606-9
HT015167283	2340342-1
HT015167286	2340339-1
HT015051801	2277925-5
HT015167296	2340329-9
